subject,sendings,opens,open_rate
Bestsellers on SALE! Prices from 55$ &#x2728;,3044542,735201,0.241481642
&#x23f0; Limited-time offer! Wall & Home Décor from £9,3040360,668675,0.219932837
Limited-time offer! Up to 80% off on Canvas Prints & Photo Gifts,3016730,666990,0.221097016
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} discount of up to -87% on Canvas & Collages is about to expire! &#x1f4a5;",3015250,900233,0.298559987
6 Formats ● 3 days ● Save up to 28%,3009487,740658,0.246107725
For Valentine's Day: FREE shipping and mega discounts on romantic gifts &#x2665;&#xfe0f;,2997540,784525,0.261722946
Canvas Prints from £3.83 | Biggest sale of the season &#x1f384;,2995727,879067,0.29344029
&#x1f1fa;&#x1f1f8; Independence Day Sale - Early access | From $2.61!,2993530,780122,0.2606027
&#x2728;Art That Speaks – Exclusive Canvas Offer Inside  ,2976272,853176,0.286659284
"Hurry{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} Today is your final chance for massive savings",2975872,897231,0.301501879
Your trip down memory lane with us + special offer inside,2973099,864556,0.290792873
Wall Décor up to -79% &#x1f60d; Get it now!,2964299,737985,0.248957679
Wow! -10% EXTRA on all photo books & calendars! &#x2b50; Exclusively for you!,2960112,814854,0.275278098
Cherish your memories: custom Wall Décor and cozy Blankets from C$3.50!,2960085,833266,0.2815007
&#x23f0; Prime Deals Sale ends at midnight! Bestsellers from £2.40! ,2958016,837856,0.283249313
Huge discounts on ALL products + Valentine’s Day Delivery Guaranteed!,2956887,890193,0.301057497
Secret deal inside - Open now!,2953789,848703,0.287326888
Here’s a gift for you: £6 off your order! &#x1f381; Only until tomorrow!,2950240,697550,0.236438391
Give your home a makeover – Wall Décor sale inside!,2932640,820750,0.279867287
Mega offer: Photo Books at rock bottom prices! &#x1f389;,2929193,729365,0.248998615
XXL Canvas for less - save 71% today!,2926140,678835,0.231989925
"Don’t forget{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}Your Thank You discounts end soon—save up to 87%!",2919656,839332,0.287476333
"&#x1f31f; Your code R2T85AOV is waiting to be redeemed! Act {% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}now, {{ contact.1 }}! {% else %}now! {% endif %}{% else %}{% if contact.1 == true %}now, {{ contact.1 }}! {% else %}now! {% endif %}{% endif %}",2917043,800008,0.274253071
Open me for up to 52% OFF,2911696,772352,0.265258461
Up to 82% OFF | 48 h left ,2903438,969210,0.333814602
Up to -30% EXTRA on your entire order | Expires at midnight!,2900170,867636,0.29916729
&#x1f3f4; Early Black Friday Deals | Top Canvases from just £3 and much more!,2873698,680985,0.236971665
&#x1f4a5; Last chance: Mega Sale + extended Delivery Guarantee!,2873111,819195,0.285124731
Camera Day Special: TOP Wall Decorations from £4.50! &#x26a1; Only until midnight!,2868250,638990,0.222780441
"&#x2764;&#xfe0f; Thank you{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %} ! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %} ! {% endif %}{% endif %}",2866347,797631,0.278274403
"Get up to 87% OFF before it's gone{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",2864763,941458,0.328633817
-25% EXTRA on your entire order | Code in this mail &#x1f440;,2858987,735702,0.257329607
3 days: Top Canvas formats up to 74% off,2851010,744442,0.261115184
&#x2728; Photo Products starting from £3.60,2844800,649015,0.228140818
&#x1f6a8; Last chance! Your code QKE0DFXT expires at midnight!,2837884,683339,0.240791731
{% if contact.1 == '{{ contact.1 }}' %}  {% if contact.1 == true %} {{ contact.1 }}'s Personal Gallery with up to -85% is waiting! {% else %}Your Personal Gallery with up to -85% is waiting for you! {% endif %}{% else %}  {% if contact.1 == true %} {{ contact.1 }}'s Personal Gallery with up to -85% is waiting! {% else %}Your Personal Gallery with up to -85% is waiting for you! {% endif %}{% endif %},2837090,697320,0.245787056
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, Canvas{% else %}Canvas{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, Canvas{% else %}Canvas{% endif %}{% endif %} from just $3.69 - offer ends at 9am! &#x1f4e2;",2836941,812087,0.286254455
"{% if contact.1 == true %}{{ contact.1 }}, it’s{% else %}It’s{% endif %} now or never: save up to 92% on all Canvases! &#x23f3;",2828969,761687,0.269245439
"Do you really want to let this huge discount expire{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% endif %} &#x1f630;",2818032,584283,0.207337248
"Exclusive early access: $10 discount on EVERYTHING{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} &#x1f389;",2816228,824671,0.292828209
"{% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }}, Mother's {% else %}Mother's {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }}, Mother's {% else %}Mother's {% endif %}{% endif %}Day Sale ends soon! Save BIG now!",2815956,693918,0.246423595
&#x26a0;&#xfe0f; Lowest prices + GUARANTEED Christmas delivery expire tonight,2814051,761987,0.270779385
&#x1f423; Can you find the Easter egg? Tap to reveal your deal,2810905,782489,0.278376181
From £3.60 | 10% EXTRA discount on Photo Books,2805261,689572,0.245813848
Final call! Canvas & Home Décor from just £6.50!,2804619,750417,0.267564685
"{% if contact.1 == true %} {{ contact.1 }},{% else %},{% endif %} create your dream space today – huge discounts on Wall Art & Décor!",2802587,784834,0.280039121
&#x23f3; (24h) Father's Day Flash Sale: up to 80% OFF on bestsellers!,2800688,669264,0.23896414
"Your Personal Gallery, your Black Friday deals! &#x1f680;",2800644,851306,0.303967945
Last chance for exclusive New Year savings! &#x1f6a8;,2796466,761600,0.272343737
&#x2728; New Year’s Special: Up to 86% off Wall & Home Décor!,2791736,677892,0.242820954
"Do you want to let your discount slip {% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %} away, {{ contact.1 }}? {% else %}away? {% endif %}{% else %}{% if contact.1 == true %} away, {{ contact.1 }}? {% else %}away? {% endif %}{% endif %}",2790394,761452,0.272883328
Valentine's Day SALE: up to -93% on ALL Canvases!&#x1f495;,2785189,926148,0.332526087
&#x1f525; Evening offer | Savings of up to 83%,2785164,728492,0.261561617
Veterans Day Mega Sale is here – Early access just for you!,2781528,759880,0.273187974
Flashback to Happiness: 10% off ALL Photo Books | Spring Sale,2781423,787406,0.283094661
Transform your walls with Canvas Prints starting at £3.96!,2780876,779998,0.280486437
"Mystery deal!&#x2753;What's your secret discount{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% endif %}",2780868,948857,0.341208932
"Hurry up{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}&#x23f0; - Last chance for crazy discounts!",2773242,702207,0.253207978
"{% if contact.1 == true %} {{ contact.1 }}, there's{% else %}There's{% endif %} no place like home -  let’s make it unforgettable &#x1f3e1; ",2772022,810788,0.292489742
Somebunny loves savings: Jump in for Easter deals with 87% off!,2771745,844288,0.304605222
"&#x23f0; Final 48 hours{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}Claim Your -86% ""Thank You"" discount!",2768928,664328,0.239922454
&#x1f3f7;&#xfe0f; Prices start at just $7! Shop our BESTSELLERS now!,2765124,746615,0.270011399
Final hours: Bestsellers from only £3.60,2752872,662336,0.240598183
"Guess what? We have a deal for you{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",2752698,639327,0.232254682
Easter madness &#x1f4a5; MEGA sale + FREE Mug as a gift,2747537,676684,0.246287493
"Top Canvas Prints, Blankets, Pillows & MIXPIX from just $7",2747275,881781,0.320965684
"Thank you{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %} Wall Décor from just $3.74 &#x1f381;",2744898,783470,0.285427728
"{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your {% endif %}{% endif %}code &#x1f525;MP2ND25CRM&#x1f525; | Triple savings guaranteed!",2744758,745849,0.271735796
MEGA Canvas sale + Extra savings | From £3.83,2742222,733610,0.267523928
"Last day! Save $10 + Free shipping — Hurry{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}",2741316,715033,0.260835672
10% OFF ALL Photo Books &#x2744;&#xfe0f; Starting at just $4.50!,2741068,853620,0.311418761
Up to -15% EXTRA on all Photo Books & Calendars! &#x2744;&#xfe0f; Exclusively for you!,2739698,872107,0.318322311
"{% if contact.1 == true %}Hi, {{ contact.1 }}!{% else %}{% endif %} &#x1f4a5; Activate your special discount before it’s gone!",2734168,780298,0.28538773
Epic savings on XXL Canvas &#x1f3a8; Save 87% today! ,2730809,726566,0.266062548
&#x1f929; Unwrap our best deals on Bestsellers!,2723900,798733,0.293231396
"Hurry up! Our ""Thank you"" offer ends soon &#x23f3;",2717710,782418,0.28789606
"Your Showroom is waiting! All bestsellers discounted{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %}",2716178,807576,0.297320721
&#x23f0; Little time left to enjoy the year’s biggest savings!,2715234,795726,0.293059825
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} savings await: Up to -30% EXTRA with code FM2AHW70",2711208,808578,0.298235325
"Our gift: $10 discount{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} &#x1f381; Hurry up and save!",2710674,748328,0.276067133
 Delivery guarantee expires at midnight for these photo products!,2708876,794770,0.293394751
"Your Thank You offer ends soon{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} &#x23f3;",2705889,787450,0.291013416
Time's running out! Canvas and Photo Gifts from only $7.50,2692803,914596,0.339644601
The biggest deal of the year just dropped - Up to 87% off!,2692263,719398,0.267209407
Weekend Deal: Creative gifts with up to 92% Mega discount!,2681172,870612,0.324713222
Running out of time? Vouchers to the rescue – just in time for Christmas! &#x1f385;,2679180,759384,0.283438963
Ends tonight ➜ Huge Canvas discounts + free MIXBLOX!,2677745,791943,0.295749969
&#x23f0; 2 Days Left: prices from 55$,2676405,655418,0.244887452
"Your code EUARG3CJ is about to expire! &#x1f525; Redeem it now{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}",2675976,728644,0.272290932
"Biggest Acrylic sale of the year{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} | Up to -81%!",2669676,924539,0.346311313
Up to 87% off Canvas Prints – your wall needs this,2666934,776084,0.291002327
&#x26a1; High-quality Wall Décor from $6  ,2665840,616022,0.231079885
XXL discount on XXL Canvas Prints,2662988,711348,0.267123998
Today only: Aluminium Prints just £4.99 (was £37.90!),2662626,806843,0.303025284
Your Personal Gallery in the Summer Sale! &#x2600;&#xfe0f;,2659705,691376,0.259944618
"&#x1f339; What's your secret {% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %} discount, {{ contact.1 }}? {% else %}discount?{% endif %}{% else %}{% if contact.1 == true %} discount, {{ contact.1 }}? {% else %}discount?{% endif %}{% endif %}",2653282,734434,0.276802089
&#x23f3; Your Canvas discount up to 82% is almost gone!,2651551,974652,0.36757807
&#x1f3f4; Pre-Black Friday offer | Canvases starting at $3.70 and much more!,2646074,757182,0.286152995
&#x23f0; Prices starting from $9 | Offer expires soon! ,2643250,647954,0.245135345
1 more day of massive savings + on-time delivery!,2637610,778821,0.295275268
"Up to 79% off for you{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",2635720,627235,0.237974823
"From £3.60 I Save big before it’s {% if contact.1 == true %}over, {{ contact.1 }}! {% else %}over!{% endif %}",2633581,629667,0.239091564
"Up to 87% discount for you{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",2633142,686943,0.260883386
&#x1f3e1; SUPER DISCOUNTS on Canvas Prints: save up to -79%!,2630490,661533,0.251486605
From just £3.40! Perfect Photo Gifts for Dad &#x1f381;,2628228,657864,0.250307051
Out of this world prices &#x1f916; CYBER MONDAY at Canvasdiscount,2625234,788155,0.300222761
PRICE DROP! Starting from only $2.61! &#x2b07;&#xfe0f; Order now to save big! ,2625103,736784,0.280668606
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, save {% else %}Save {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, save {% else %}Save {% endif %}{% endif %}up to 95% on Canvas Prints!",2623327,676417,0.257847001
Reminder: your sale offer expires soon &#x26a0;&#xfe0f; Wall Décor up to 79% off,2614273,709208,0.271283068
Ends tomorrow: Bestsellers at unbeatable prices!,2611260,448388,0.171713273
&#x1f525; Only 2 days left  - Prices from 35$,2606970,657588,0.252242258
&#x1f4a5; Unlock EXTRA savings with code KPJAQ940!,2603638,768485,0.295158159
Weather blues? EXTRA discount on Photo Blankets and Cushions! &#x23f3; Only until Saturday!,2598052,703249,0.270683189
FREE shipping until tomorrow &#x1f69a; Get it now!,2590133,705575,0.272408791
&#x23f0; Limited Time Offer: Up to 76% OFF!,2589895,649513,0.250787387
"Gift ideas for lovers from $5.56 &#x2763;&#xfe0f; Get them now{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %}",2589406,883992,0.341387948
Tick-Tock! 3 days to save up to 89% on Photo Products!,2588898,582943,0.225170323
 Last-minute delivery guarantee &#x1f69a; Save up to 95%!,2582931,763390,0.295551836
Mother's Day SALE: up to -93% on ALL Canvases! &#x1f33a;,2574259,618692,0.240337899
Drei große Leinwände für je 24€!,2570017,628132,0.244407722
(48 h) Transform your space for just $3.87 – the clock is ticking!,2565942,784660,0.305798027
MEGA offer: 20% EXTRA discount + FREE Shipping | Last chance! &#x26a0;&#xfe0f;,2565625,576298,0.22462285
&#x1f525;Picture perfect savings: up to 87% off on custom Wall Décor,2564331,565516,0.220531593
&#x1f552; 48 Hours: Choose from 3 Canvas Sizes!,2558857,656729,0.256649356
Last hours &#x23f0; Up to -92% off EVERYTHING,2558650,795865,0.311048795
24h left: Canvas Prints and Home Décor from $10!,2549483,937628,0.367771819
"{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %} {{ contact.1 }}, extended {% else %} Extended {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }}, extended {% else %} Extended {% endif %}{% endif %} just for you! Last chance for gifts from just £2.19! &#x2764;&#xfe0f;",2548930,674899,0.264777377
Sunday savings! Canvases and Home Décor starting from $7!,2547841,754928,0.296301064
Flash Sale: Metal Prints from $8.99 (were $51!),2544940,701642,0.275700802
&#x1f3a8; Up to an EXTRA 35% off all Canvases!,2537305,679107,0.267648942
Photo Book gift for Mom&#x2763;&#xfe0f;up to 15% EXTRA discount & on-time delivery,2536032,682368,0.26906916
Limited time only: up to 87% off premium Wall Décor!,2532586,516144,0.203801174
Final Hours: Read a Book Day Sale – up to 92% off!,2527712,683378,0.270354376
&#x1f31e; Huge Spring Sale – save up to 92%!,2524928,763801,0.302504071
&#x2728; New Year’s Special: Up to 91% off Wall & Home Décor!,2524920,680994,0.269709139
Until tomorrow! Up to 81% off our bestsellers,2523745,594412,0.235527757
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your{% endif %}{% endif %}exclusive discount of up to 87% is waiting for you!",2520010,681075,0.270266785
&#x2728; Hurry up! Save up to 73% on favourite Wall Décors!,2519737,634678,0.251882637
XXL Sale this Veterans Day: Save up to 92%!,2518094,683343,0.27137311
Hurry! Your Wall Décor offer is about to expire!,2517213,863332,0.342971373
"Up to -20% on EVERYTHING{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} &#x1f631; ",2517041,698090,0.277345502
Ends tomorrow &#x23f3; Wall Décor from £2.55,2514781,703402,0.27970706
Show your love &#x2764;&#xfe0f; Valentine’s Day SALE on top products!,2514550,708036,0.28157563
Only today: use code SUNSET10 to unlock your extra discount.,2512169,763494,0.303918248
&#x1f389; Surprise: Extra products added to Veterans Day Sale! &#x1f6cd;&#xfe0f; Don’t miss out!,2509615,650288,0.25911863
Wow! Photo Products from only $7,2508310,621296,0.247695062
&#x23f0; Hurry! Last chance for guaranteed delivery and up to 95% off!,2496563,728657,0.291864055
"Black Friday final hours{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} | Up to 87% off tonight",2494473,730224,0.292736782
Your photos as artwork – exclusive Canvas offer &#x2728;,2493470,692552,0.277746273
TODAY: 333 Photo Blankets at the best price ever! &#x1f4b0;,2492841,606733,0.243390172
&#x2757; Only today: Photo Products from £12,2491176,555504,0.222988661
Exclusive offer: up to 81% off on unique Photo Products!,2483512,672368,0.270732737
Gift: $7.90 discount on your order! &#x1f381; Shop now!,2482536,838005,0.33756006
Last chance: Canvas SALE + extra discount | Up to -87%,2481945,750280,0.302295176
"24h Halloween Flash Sale—no tricks, only treats!",2480466,645409,0.260196673
"&#x1f384; Get ready{% if contact.1 == true %}, {{ contact.1 }}! {% else %} ! {% endif %} Christmas gifts up to 81% off!",2477098,848936,0.342713934
Have you thought about gifts yet?,2469430,674128,0.272989313
"Exclusive offer on Canvas Prints, Wall Hangings, and Collages",2468726,633060,0.25643186
From just £3.60: Thoughtful Photo Gifts that capture the heart &#x1f496;,2466460,664364,0.269359325
&#x1f525; Discover MEGA discounts on Photo Products – Up to 95% OFF!,2465536,616471,0.250035286
&#x1f92b; Secret deal | Open now & find out what’s inside!,2462578,711616,0.288971964
"Unwrap your gift now{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}| Expires soon!",2455452,706218,0.28761222
Last minute gift &#x23f0; save 10% on Gift Vouchers!,2446034,701946,0.286973116
Final Opportunity: Up to -82% 0FF! &#x231b;,2444292,328284,0.134306376
&#x1f929; Black Friday Sale– Bestsellers from just $2.61!,2437577,631042,0.258880848
"Hey{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} VIP discounts up to 92% - Save big on Photo Gifts! ",2434334,719517,0.29557037
"Hey{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} VIP discounts up to 87% - Save big on Photo Products!",2432326,698407,0.287135442
"{% if contact.1 == true %}{{ contact.1 }}, still{% else %}Still{% endif %} available today only: Photo Products from $7.50",2432311,892692,0.367013922
"Your ""Thank You"" offer expires soon{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",2429133,587860,0.24200404
"NEW! Up to 70% Off Photo Books, Calendars & Photo Cards!",2422941,810264,0.334413426
"Get £10 off your order{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %} | Save now!",2422284,686106,0.283247547
"{% if contact.1 == true %} {{ contact.1 }}, be {% else %}Be {% endif %}the first to save with our Early Black Deals!",2421098,820476,0.33888591
"Get up to 82% OFF before it's gone, {{ contact.1 }}!",2420954,843080,0.348242883
Emotional gifts. Exceptional prices. 87% off.,2418329,639042,0.264249405
"&#x1f496; Thank you for loyalty{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %} Pre-Black Friday savings – up to 95% off",2417147,646110,0.267302733
&#x1f631; You won’t believe the prices: Canvases starting at just £6.50!,2411965,669314,0.277497393
The best gift ideas for Mother's Day &#x1f48c; From only $4,2407699,588854,0.244571269
"{% if contact.1 == true %} {{ contact.1 }}, spoil{% else %}Spoil{% endif %} your Mom without splurging! &#x1f381;",2390825,664025,0.277738856
WOW! Up to 93% off your favorite bestsellers! ,2389360,584312,0.244547494
Don't forget! &#x23f0; Save -30% EXTRA on your entire order,2380599,668496,0.280809998
&#x1f6a8; 18 hours | £6 off your order | Last time before Christmas!,2378447,673714,0.283257941
&#x1f525; Not coming back – Canva for $25.20 today!,2378090,756548,0.318132619
Epic savings on XXL Canvas &#x1f3a8; Save 71% today! ,2364515,538982,0.227946112
"In 24 hours, everything changes...",2347833,695437,0.296203776
"Year's lowest prices on Acrylic Prints{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",2341366,641407,0.273945637
4 days | 3 Canvas | Prices from £10,2340720,586098,0.250392187
&#x23f1;&#xfe0f; Final day to save BIG on Wall Décor—starting at $3!,2339306,833691,0.356383902
VIP Exclusive! Early Black Friday deals from £3.83 &#x1f4b0;,2338778,622192,0.266032945
24h: Canvases and unique Home Décor starting at £6.50,2332790,671576,0.287885322
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, special{% else %}Special{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, special{% else %}Special{% endif %}{% endif %} access: Up to 95% off premium wall art! ",2329692,575821,0.247166149
Last day for Christmas Delivery - up to 95% OFF &#x1f384;,2326670,662740,0.284844864
Ends Today ➜ enjoy an incredible 90% OFF!,2325415,731651,0.314632442
"Are you really going to miss this massive discount{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% endif %}",2324247,575990,0.247817895
Until midnight: Save up to 82% on Photo Products!,2321748,802191,0.345511658
&#x1f4a5; Print Days Sale: Save up to 93%,2320433,492128,0.212084555
Spooky Flash Sale &#x1f47b; Prices from £3.60 | Until midnight!,2317214,570836,0.246345827
 &#x1f6a8; Late-night deal: up to 93% discount!,2311635,627869,0.271612517
Last call for Canvas Prints at amazing prices!,2306701,836572,0.362670324
Ends today: up to 83% OFF on Home Décor,2305748,752228,0.326240335
"Exclusive ""Thank you"" offer I Photo Products from £4.20",2304815,539821,0.23421446
"{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %} exclusive discount of up to 91% is waiting for you!",2297429,622937,0.271145267
"&#x23f3; Hurry{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} Get up to 92% OFF EVERYTHING – offer ends today!",2293146,610222,0.266106912
From £2.40 | Our most exciting sale is here!,2291311,643681,0.280922581
"&#x23f3; Until midnight: Get gifts starting at only $12{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}",2291034,693824,0.30284317
Thankful for you: enjoy our holiday savings up to 80%!,2285500,786252,0.344017502
Your code LIWR6FBG unlocks early festive savings,2281974,687287,0.301180907
Your jackpot awaits! &#x1f340;,2280859,564633,0.247552786
&#x1f525; Massive price drop—Canvas from $3.74!,2278902,643548,0.28239389
Out of this world prices &#x1f916; CYBER MONDAY at canvasonsale,2277841,767916,0.337124496
"&#x1f60d; New products have entered the SALE | Get them now{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}",2275390,679635,0.298689455
&#x1f525; Hurry! Wall Décor deal ending soon – prices from just $3!,2275370,815783,0.358527624
Easter SALE on everything + Photo Tiles at crazy low price!,2274475,697001,0.306444784
Save up to 87%! Discover our bestsellers &#x1f389;,2271808,579342,0.255013628
Only today &#x23f3; Black Week discounts from £3.60!,2270563,608031,0.26778865
&#x1f4a5; Mega Summer Flash Sale! Prices from £2.40! &#x1f4a5;,2268490,494327,0.217910152
Your code B159GUHK is still valid! Personalized photo gifts with EXTRA discount!,2268320,678010,0.298904035
Up to 90% off + EXTRA Savings &#x1f92f; Today only!,2267296,626559,0.276346361
Photo Books & Calendars at amazing prices &#x1f389; Use code LIWR6FBG,2265265,653745,0.288595374
"&#x26a1; {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, act fast!{% else %}Act fast!{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, act fast!{% else %}Act fast!{% endif %}{% endif %} Up to 92% off on everything is ending soon!",2262704,706763,0.312353273
"{% if contact.1 == true %}{{ contact.1 }}, unlock {% else %}Unlock {% endif %}your special offer &#x1f525;Up to 92% off Wall Décor!",2261208,714144,0.315824108
"&#x1f385; A Christmas in July Mystery discount,{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% endif %}to unwrap?",2258347,661822,0.293055939
Need last-minute Valentine’s gifts? We’ve got you covered!,2257931,641601,0.284154387
Only today &#x23f3; All Canvas formats with discounts of up to 87%,2256062,600413,0.2661332
"Black Friday final hours{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} | Up to 89% off tonight",2252975,677940,0.300908798
Ends tonight: make your photos heartfelt gifts,2244523,642215,0.286125382
Wow! Photo Products from only £5  ,2243811,589820,0.262865277
Exclusive savings! Up to 87% off on Canvas Prints & Photo Gifts!,2241803,611342,0.272701036
Create the perfect ambiance – Canvas & Décor just for you!,2238983,614892,0.274630044
&#x26a1; Flash Sale | Prices from $3.50,2236597,788631,0.352603084
Prices starting at $10 | 4 Products | 2 days &#x23f0;,2235016,572125,0.255982508
Elevate your interior: Canvas Art from just $15!,2231252,612268,0.27440558
&#x1f6cd;&#xfe0f; The Singles' Day Mega Sale is here - Early access just for you!,2231232,543174,0.243441292
&#x1f69a; Last day for on-time Mother’s Day delivery – up to 92% off!,2229410,589245,0.264305354
&#x1f4a5; Up to 88% OFF – don’t miss Early Black Friday!,2229259,756079,0.339161578
"Canvas, Cushions & more – save up to 81% today!",2227450,632045,0.283752722
"If you love comfort, don’t scroll past this",2224875,610320,0.274316535
